drug1,drug2,text,interacts,type
DDI-DrugBank.d393.s2.e0,DDI-DrugBank.d393.s2.e2,"In a multiple dose study of drug1 (400 mg once daily for 3 days) and drug0 (20 mg once daily for 3 days), a 16% decrease in the clearance of drug2",False, 
DDI-DrugBank.d393.s2.e1,DDI-DrugBank.d393.s2.e2,"In a multiple dose study of drug0 (400 mg once daily for 3 days) and drug1 (20 mg once daily for 3 days), a 16% decrease in the clearance of drug2",False, 
DDI-DrugBank.d393.s3.e0,DDI-DrugBank.d393.s3.e1,The disposition of drug1 was not altered by concomitant drug2,False, 
DDI-DrugBank.d393.s4.e0,DDI-DrugBank.d393.s4.e1,"Drug-Drug Interactions: No clinically significant drug interactions have been found with drug1 at a low dose, drug2, drug0, drug0, or drug0",False, 
DDI-DrugBank.d393.s4.e0,DDI-DrugBank.d393.s4.e2,"Drug-Drug Interactions: No clinically significant drug interactions have been found with drug1 at a low dose, drug0, drug2, drug0, or drug0",False, 
DDI-DrugBank.d393.s5.e0,DDI-DrugBank.d393.s5.e1,There was a small decrease in the clearance of drug1 caused by a 400-mg dose of drug2,True,mechanism
DDI-DrugBank.d10.s1.e0,DDI-DrugBank.d10.s1.e1,"Although studies designed to examine drug interactions have not been done, it was noted that drug1 or drug2 treatment of relapses for periods of up to 28 days has been administered to patients (N=180) receiving drug0",False, 
DDI-DrugBank.d10.s1.e0,DDI-DrugBank.d10.s1.e2,"Although studies designed to examine drug interactions have not been done, it was noted that drug1 or drug0 treatment of relapses for periods of up to 28 days has been administered to patients (N=180) receiving drug2",False, 
DDI-DrugBank.d10.s2.e0,DDI-DrugBank.d10.s2.e1,drug1 administration to three cancer patients over a dose range of 0.025 mg to 2.2 mg led to a dose-dependent inhibition of drug2 elimination.14 The effect of alternate-day administration of 0.25 mg of drug0,True,mechanism
DDI-DrugBank.d10.s2.e0,DDI-DrugBank.d10.s2.e2,drug1 administration to three cancer patients over a dose range of 0.025 mg to 2.2 mg led to a dose-dependent inhibition of drug0 elimination.14 The effect of alternate-day administration of 0.25 mg of drug2,False, 
DDI-DrugBank.d10.s2.e1,DDI-DrugBank.d10.s2.e2,drug0 administration to three cancer patients over a dose range of 0.025 mg to 2.2 mg led to a dose-dependent inhibition of drug1 elimination.14 The effect of alternate-day administration of 0.25 mg of drug2,False, 
DDI-DrugBank.d45.s0.e0,DDI-DrugBank.d45.s0.e1,Concurrent administration of drug1 (another TNF -blocking agent) and drug2 (an drug0,True,effect
DDI-DrugBank.d45.s0.e0,DDI-DrugBank.d45.s0.e2,Concurrent administration of drug1 (another TNF -blocking agent) and drug0 (an drug2,False, 
DDI-DrugBank.d45.s0.e1,DDI-DrugBank.d45.s0.e2,Concurrent administration of drug0 (another TNF -blocking agent) and drug1 (an drug2,False, 
DDI-DrugBank.d45.s1.e0,DDI-DrugBank.d45.s1.e1,Other drug1 (including drug2) used in combination with drug0,False, 
DDI-DrugBank.d45.s1.e0,DDI-DrugBank.d45.s1.e2,Other drug1 (including drug0) used in combination with drug2,True,effect
DDI-DrugBank.d45.s1.e1,DDI-DrugBank.d45.s1.e2,Other drug0 (including drug1) used in combination with drug2,True,effect
DDI-DrugBank.d45.s4.e0,DDI-DrugBank.d45.s4.e1,"In rheumatoid arthritis, concomitant medications besides drug1 were drug2, drug0, drug0 and/or drug0",False, 
DDI-DrugBank.d45.s4.e0,DDI-DrugBank.d45.s4.e2,"In rheumatoid arthritis, concomitant medications besides drug1 were drug0, drug2, drug0 and/or drug0",False, 
DDI-DrugBank.d45.s5.e0,DDI-DrugBank.d45.s5.e1,"Concomitant Crohn s disease medications were drug1, drug2, drug0, drug0/drug0",False, 
DDI-DrugBank.d45.s5.e0,DDI-DrugBank.d45.s5.e2,"Concomitant Crohn s disease medications were drug1, drug0, drug2, drug0/drug0",False, 
DDI-DrugBank.d45.s6.e0,DDI-DrugBank.d45.s6.e1,"In psoriatic arthritis clinical trials, concomitant medications included drug1 in approximately half of the patients as well as drug2, drug0 and drug0",False, 
DDI-DrugBank.d45.s6.e0,DDI-DrugBank.d45.s6.e2,"In psoriatic arthritis clinical trials, concomitant medications included drug1 in approximately half of the patients as well as drug0, drug2 and drug0",False, 
DDI-DrugBank.d45.s7.e0,DDI-DrugBank.d45.s7.e1,Patients with Crohn s disease who received drug1 tended to experience fewer infusion reactions compared to patients on no drug2,False, 
DDI-DrugBank.d45.s8.e0,DDI-DrugBank.d45.s8.e1,"Serum drug1 concentrations appeared to be unaffected by baseline use of medications for the treatment of Crohn s disease including drug2, drug0 (drug0 or drug0",False, 
DDI-DrugBank.d45.s8.e0,DDI-DrugBank.d45.s8.e2,"Serum drug1 concentrations appeared to be unaffected by baseline use of medications for the treatment of Crohn s disease including drug0, drug2 (drug0 or drug0",False, 
DDI-DrugBank.d53.s0.e0,DDI-DrugBank.d53.s0.e1,Co-administration of drug1 at steady-state with a single dose of drug2,False, 
DDI-DrugBank.d53.s1.e0,DDI-DrugBank.d53.s1.e1,Co-administration of drug1 at steady-state with a single dose of drug2 (2 x 600 mg tablets) results in increased drug0,True,effect
DDI-DrugBank.d53.s1.e0,DDI-DrugBank.d53.s1.e2,Co-administration of drug1 at steady-state with a single dose of drug0 (2 x 600 mg tablets) results in increased drug2,False, 
DDI-DrugBank.d53.s1.e1,DDI-DrugBank.d53.s1.e2,Co-administration of drug0 at steady-state with a single dose of drug1 (2 x 600 mg tablets) results in increased drug2,False, 
DDI-DrugBank.d53.s2.e0,DDI-DrugBank.d53.s2.e1,"Although a dose adjustment of drug1 is not recommended when administered in combination with drug2, close monitoring for known side effects of drug0",True,advise
DDI-DrugBank.d53.s2.e0,DDI-DrugBank.d53.s2.e2,"Although a dose adjustment of drug1 is not recommended when administered in combination with drug0, close monitoring for known side effects of drug2",False, 
DDI-DrugBank.d53.s2.e1,DDI-DrugBank.d53.s2.e2,"Although a dose adjustment of drug0 is not recommended when administered in combination with drug1, close monitoring for known side effects of drug2",False, 
DDI-DrugBank.d53.s3.e0,DDI-DrugBank.d53.s3.e1,drug1 did not affect the prothrombin time response to a single dose of drug2,False, 
DDI-DrugBank.d53.s4.e0,DDI-DrugBank.d53.s4.e1,"However, prudent medical practice dictates careful monitoring of prothrombin time in all patients treated with drug1 and drug2",True,advise
DDI-DrugBank.d53.s5.e0,DDI-DrugBank.d53.s5.e1,Concurrent use of drug1 and drug2,True,effect
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e1,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e2,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e3,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e4,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e5,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e6,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e7,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e8,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e9,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e10,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e11,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2 (intravenous and oral), drug0, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e12,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug2, drug0/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e13,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug2/drug0 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e14,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug2 or drug0",True,mechanism
DDI-DrugBank.d53.s7.e0,DDI-DrugBank.d53.s7.e15,"When used in therapeutic doses, drug1 had a modest effect on the pharmacokinetics of drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug2",True,mechanism
DDI-DrugBank.d53.s7.e1,DDI-DrugBank.d53.s7.e2,"When used in therapeutic doses, drug0 had a modest effect on the pharmacokinetics of drug1, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",False, 
DDI-DrugBank.d53.s7.e1,DDI-DrugBank.d53.s7.e3,"When used in therapeutic doses, drug0 had a modest effect on the pharmacokinetics of drug1, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 (intravenous and oral), drug0, drug0/drug0 or drug0",False, 
DDI-DrugBank.d53.s8.e0,DDI-DrugBank.d53.s8.e1,Co-administration with drug1 or drug2 had a modest effect on the pharmacokinetics of drug0,False, 
DDI-DrugBank.d53.s8.e0,DDI-DrugBank.d53.s8.e2,Co-administration with drug1 or drug0 had a modest effect on the pharmacokinetics of drug2,True,mechanism
DDI-DrugBank.d53.s8.e1,DDI-DrugBank.d53.s8.e2,Co-administration with drug0 or drug1 had a modest effect on the pharmacokinetics of drug2,True,mechanism
DDI-DrugBank.d53.s13.e0,DDI-DrugBank.d53.s13.e1,"Until further data are developed regarding drug interactions when drug1 and these drugs are used concomitantly, careful monitoring of patients is advised: drug2 elevated drug0",False, 
DDI-DrugBank.d53.s13.e0,DDI-DrugBank.d53.s13.e2,"Until further data are developed regarding drug interactions when drug1 and these drugs are used concomitantly, careful monitoring of patients is advised: drug0 elevated drug2",False, 
DDI-DrugBank.d53.s14.e0,DDI-DrugBank.d53.s14.e1,drug1 or drug2,False, 
DDI-DrugBank.d53.s15.e0,DDI-DrugBank.d53.s15.e1,"drug1, drug2 and drug0",False, 
DDI-DrugBank.d53.s15.e0,DDI-DrugBank.d53.s15.e2,"drug1, drug0 and drug2",False, 
DDI-DrugBank.d162.s1.e0,DDI-DrugBank.d162.s1.e1,"drug1, drug2, or drug0",False, 
DDI-DrugBank.d162.s1.e0,DDI-DrugBank.d162.s1.e2,"drug1, drug0, or drug2",False, 
DDI-DrugBank.d162.s2.e0,DDI-DrugBank.d162.s2.e1,drug1: (oral agents and drug2) - dosage adjustment of the drug0,False, 
DDI-DrugBank.d162.s2.e0,DDI-DrugBank.d162.s2.e2,drug1: (oral agents and drug0) - dosage adjustment of the drug2,False, 
DDI-DrugBank.d162.s4.e0,DDI-DrugBank.d162.s4.e1,drug1 and drug2 drug0: Absorption of drug0 is impaired in the presence of drug0,False, 
DDI-DrugBank.d162.s4.e0,DDI-DrugBank.d162.s4.e2,drug1 and drug0 drug2: Absorption of drug0 is impaired in the presence of drug0,False, 
DDI-DrugBank.d162.s4.e3,DDI-DrugBank.d162.s4.e4,drug0 and drug0 drug0: Absorption of drug1 is impaired in the presence of drug2,True,mechanism
DDI-DrugBank.d162.s5.e0,DDI-DrugBank.d162.s5.e1,Single doses of either drug1 or drug2 drug0 bind the drug0,False, 
DDI-DrugBank.d162.s5.e0,DDI-DrugBank.d162.s5.e2,Single doses of either drug1 or drug0 drug2 bind the drug0,False, 
DDI-DrugBank.d162.s5.e0,DDI-DrugBank.d162.s5.e3,Single doses of either drug1 or drug0 drug0 bind the drug2,True,mechanism
DDI-DrugBank.d162.s5.e1,DDI-DrugBank.d162.s5.e3,Single doses of either drug0 or drug1 drug0 bind the drug2,True,mechanism
DDI-DrugBank.d162.s6.e0,DDI-DrugBank.d162.s6.e1,"drug1, drug2",False, 
DDI-DrugBank.d162.s8.e0,DDI-DrugBank.d162.s8.e1,"drug1, nondepolarizing (e.g., drug2): possible increased responsiveness to the drug0",False, 
DDI-DrugBank.d162.s8.e0,DDI-DrugBank.d162.s8.e2,"drug1, nondepolarizing (e.g., drug0): possible increased responsiveness to the drug2",False, 
DDI-DrugBank.d162.s9.e0,DDI-DrugBank.d162.s9.e1,drug1: generally should not be given with drug2,True,advise
DDI-DrugBank.d162.s10.e0,DDI-DrugBank.d162.s10.e1,drug1 reduce the renal clearance of drug2 and add a high risk of drug0,True,mechanism
DDI-DrugBank.d162.s10.e0,DDI-DrugBank.d162.s10.e2,drug1 reduce the renal clearance of drug0 and add a high risk of drug2,True,effect
DDI-DrugBank.d162.s10.e1,DDI-DrugBank.d162.s10.e2,drug0 reduce the renal clearance of drug1 and add a high risk of drug2,False, 
DDI-DrugBank.d162.s11.e0,DDI-DrugBank.d162.s11.e1,Refer to the package insert for drug1 preparations before use of such preparations with drug2,True,advise
DDI-DrugBank.d162.s12.e0,DDI-DrugBank.d162.s12.e1,"drug1: In some patients, the administration of a drug2 can reduce the diuretic, natriuretic, and antihypertensive effects of drug0, drug0 and drug0",False, 
DDI-DrugBank.d162.s12.e0,DDI-DrugBank.d162.s12.e2,"drug1: In some patients, the administration of a drug0 can reduce the diuretic, natriuretic, and antihypertensive effects of drug2, drug0 and drug0",False, 
DDI-DrugBank.d162.s12.e1,DDI-DrugBank.d162.s12.e2,"drug0: In some patients, the administration of a drug1 can reduce the diuretic, natriuretic, and antihypertensive effects of drug2, drug0 and drug0",True,effect
DDI-DrugBank.d162.s12.e1,DDI-DrugBank.d162.s12.e3,"drug0: In some patients, the administration of a drug1 can reduce the diuretic, natriuretic, and antihypertensive effects of drug0, drug2 and drug0",True,effect
DDI-DrugBank.d162.s12.e1,DDI-DrugBank.d162.s12.e4,"drug0: In some patients, the administration of a drug1 can reduce the diuretic, natriuretic, and antihypertensive effects of drug0, drug0 and drug2",True,effect
DDI-DrugBank.d162.s13.e0,DDI-DrugBank.d162.s13.e1,"Therefore, when drug1 and drug2 are used concomitantly, the patient should be observed closely to determine if the desired effect of the drug0",True,advise
DDI-DrugBank.d162.s13.e0,DDI-DrugBank.d162.s13.e2,"Therefore, when drug1 and drug0 are used concomitantly, the patient should be observed closely to determine if the desired effect of the drug2",False, 
DDI-DrugBank.d162.s13.e1,DDI-DrugBank.d162.s13.e2,"Therefore, when drug0 and drug1 are used concomitantly, the patient should be observed closely to determine if the desired effect of the drug2",False, 
DDI-DrugBank.d483.s1.e0,DDI-DrugBank.d483.s1.e1,If drug1 and an drug2,True,effect
DDI-DrugBank.d483.s4.e0,DDI-DrugBank.d483.s4.e1,"As with other drug1, high concentrations of drug2",False, 
DDI-DrugBank.d96.s0.e0,DDI-DrugBank.d96.s0.e1,drug1 may decrease drug2 response to drug0,False, 
DDI-DrugBank.d96.s0.e0,DDI-DrugBank.d96.s0.e2,drug1 may decrease drug0 response to drug2,True,effect
DDI-DrugBank.d96.s0.e1,DDI-DrugBank.d96.s0.e2,drug0 may decrease drug1 response to drug2,False, 
DDI-DrugBank.d197.s1.e0,DDI-DrugBank.d197.s1.e1,"drug1/drug2/drug0/drug0: Co-administration of drug0 with drug0, drug0, drug0, and drug0",False, 
DDI-DrugBank.d197.s1.e0,DDI-DrugBank.d197.s1.e2,"drug1/drug0/drug2/drug0: Co-administration of drug0 with drug0, drug0, drug0, and drug0",False, 
DDI-DrugBank.d197.s1.e4,DDI-DrugBank.d197.s1.e5,"drug0/drug0/drug0/drug0: Co-administration of drug1 with drug2, drug0, drug0, and drug0",True,effect
DDI-DrugBank.d197.s1.e4,DDI-DrugBank.d197.s1.e6,"drug0/drug0/drug0/drug0: Co-administration of drug1 with drug0, drug2, drug0, and drug0",True,effect
DDI-DrugBank.d197.s1.e4,DDI-DrugBank.d197.s1.e7,"drug0/drug0/drug0/drug0: Co-administration of drug1 with drug0, drug0, drug2, and drug0",True,effect
